model,observations,dates,rmse,mae,pearson_correlation,rank_ic,calibration_intercept,calibration_slope,calibration_rmse,gross_mean_daily_return,net_mean_daily_return,mean_daily_turnover,transaction_cost_bps,fold_count,training_iterations,parameter_count,parameter_bytes,fit_wall_seconds,fit_cpu_seconds,peak_device_bytes,best_validation_loss
lightgbm,1134,126,0.02722331751330103,0.019875798751706607,0.05010295470316369,-0.05330687830687831,0.0055341157373152705,0.14934677213877287,0.026156487039903975,-0.001628990401245931,-0.0020742284964840258,0.8095238095238095,5.5,1,120,,,,,,
sequence_cnn,1134,126,0.027122483001206045,0.019921475360984594,0.08738378892000734,-0.009968847352024924,0.007007584601895388,0.67709180391115,0.02608919767397136,-0.0023160916453467315,-0.0026609329151880004,0.626984126984127,5.5,1,4,1505.0,6020.0,0.4998950829904061,0.7955299999999998,0.0,0.6340585350990295
sequence_tcn,1134,126,0.027069228917405177,0.01998460716505346,0.11427909671141105,0.08831775700934577,0.007227005951935732,0.8106320296821797,0.02601780447834496,0.0003489595578250957,-3.953250566696757e-05,0.7063492063492064,5.5,1,4,2321.0,9284.0,1.4721057919960003,1.9259759999999995,0.0,0.6331958174705505
sequence_lstm,1134,126,0.026385217860037058,0.019047521235539905,0.13073032040176327,0.10046728971962621,0.003886816866424133,1.404041921255057,0.025964621230373665,0.0022160867208167972,0.0019454518001818769,0.49206349206349204,5.5,1,4,5041.0,20164.0,0.7670537499943748,0.8838689999999998,0.0,0.6266844868659973
sequence_gru,1134,126,0.026589298579459603,0.019254131401426837,0.08815402106284746,0.017757009345794394,0.005073264396853856,1.0566407473958261,0.02608742034916629,-0.000906805076876065,-0.0012341860292570171,0.5952380952380952,5.5,1,4,3953.0,15812.0,0.6490578329830896,0.733047,0.0,0.6260526180267334
sequence_transformer,1134,126,0.026426962997493246,0.019134827329802605,0.07713468185303701,0.027725856697819313,0.004746488963406214,0.6609420834597978,0.02611135289178464,0.0002826972243784556,-4.031864863741767e-05,0.5873015873015873,5.5,1,4,5457.0,21828.0,0.6936896659899503,1.3947789999999998,0.0,0.6315300464630127
