scenario_aum,fill_ratio,aggregate_participation_rate,participation_p95,participation_max,modeled_cost_bps_per_traded_notional,capacity_constrained_fraction
500000.0,1.0,7.741739632609547e-05,0.0002437148111753,0.0004093482652055,4.831827490315896,0.0
1000000.0,1.0,0.0001548347926521,0.0004874296223507,0.0008186965304111,5.660838025559794,0.0
2000000.0,1.0,0.0003096695853043,0.0009748592447015,0.0016373930608222,6.833235967851894,0.0
5000000.0,1.0,0.0007741739632609,0.0024371481117539,0.0040934826520556,9.159428330163596,0.0
10000000.0,1.0,0.0015483479265219,0.0048742962235079,0.0081869653041113,11.780989825809607,0.0
