scenario,accounting_reconciled,annual_return,annual_volatility,sharpe,sortino,max_drawdown,average_turnover
primary,True,-0.01630829079178764,0.03862333327082033,-0.4064269838118347,-0.5383941733358305,-0.04624429471698699,0.1063759447436768
doubled_costs,True,-0.030719948891855142,0.038760388471483866,-0.7855909379839222,-1.0414803343375558,-0.059746669923800955,0.10639272490562662
tripled_spread_and_slippage,True,-0.03978567255705234,0.03890173294687949,-1.0241198608845834,-1.359519498986521,-0.06824403243636801,0.10640341169379193
additional_session_delay,True,-0.011172017788940725,0.03635361647435041,-0.2909145566153798,-0.43949083753307466,-0.05322292107584847,0.10623787758826005
halved_participation,True,-0.01630829079178764,0.03862333327082033,-0.4064269838118347,-0.5383941733358305,-0.04624429471698699,0.1063759447436768
narrower_selection,True,-0.01630829079178764,0.03862333327082033,-0.4064269838118347,-0.5383941733358305,-0.04624429471698699,0.1063759447436768
wider_selection,True,0.006318937305599626,0.05666058644421253,0.13943543116371715,0.19415406038660332,-0.061003493989967406,0.16334251323814264
permuted_signal_placebo,True,-0.00718532948154893,0.035182099949112144,-0.18746235366365419,-0.272793289200105,-0.05415211951093746,0.1290050981359439
stressed_borrow_and_financing_proxy,True,-0.03577882570695268,0.03863541949745338,-0.9236804811116373,-1.2222589879389132,-0.06482175658353395,0.1063759447436768
